"rank","word","count","wordle_valid"
"2035","fetus","1744267","True"
"2036","cider","1743446","True"
"2037","gangs","1743105","True"
"2038","lenny","1742017","False"
"2039","percy","1738888","False"
"2040","lilac","1738684","True"
"2041","hears","1737280","True"
"2042","huron","1733830","False"
"2043","glide","1731344","True"
"2044","creme","1724183","True"
"2045","waltz","1723021","True"
"2046","blush","1722003","True"
"2047","monde","1721758","True"
"2048","malay","1719249","False"
"2049","modal","1718570","True"
"2050","cadet","1717624","True"
"2051","loren","1716418","False"
"2052","opted","1708067","True"
"2053","tweak","1705761","True"
"2054","trait","1705417","True"
"2055","eater","1702828","True"
"2056","cyrus","1700817","False"
"2057","hides","1700672","True"
"2058","layup","1695143","True"
"2059","nazis","1694605","True"
"2060","piles","1694029","True"
"2061","bezel","1692595","True"
"2062","havoc","1692191","True"
"2063","sling","1688770","True"
"2064","axial","1685087","True"
"2065","epoch","1680235","True"
"2066","plaid","1679093","True"
"2067","fable","1678751","True"
"2068","scars","1677547","True"
"2069","susie","1677048","False"
"2070","pesos","1676404","True"
"2071","spans","1675632","True"
"2072","obese","1673406","True"
"2073","sober","1672710","True"
"2074","tread","1672572","True"
"2075","wigan","1670281","True"
"2076","paddy","1668962","True"
"2077","norma","1665222","True"
"2078","mondo","1664921","True"
"2079","otter","1662335","True"
"2080","earns","1661937","True"
"2081","sassy","1657970","True"
"2082","vases","1657182","True"
"2083","garde","1655823","False"
"2084","aries","1651320","False"
"2085","ramps","1651245","True"
"2086","dread","1649823","True"
"2087","casts","1645690","True"
"2088","heinz","1643518","False"
"2089","argos","1643473","False"
"2090","needy","1636137","True"
"2091","reich","1633237","False"
"2092","weary","1632945","True"
"2093","tweed","1631867","True"
"2094","genie","1627726","True"
"2095","chars","1627316","True"
"2096","fined","1620321","True"
"2097","apron","1617357","True"
"2098","aides","1614522","True"
"2099","forma","1614466","False"
"2100","momma","1609120","True"
"2101","sexes","1608110","True"
"2102","husky","1606901","True"
"2103","bland","1606490","True"
"2104","ching","1605671","True"
"2105","elmer","1601986","False"
"2106","sails","1601569","True"
"2107","robes","1600721","True"
"2108","adept","1595303","True"
"2109","mckay","1591040","False"
"2110","kudos","1589906","True"
"2111","krona","1585436","True"
"2112","puget","1584283","False"
"2113","ester","1581770","True"
"2114","servo","1581719","True"
"2115","snail","1580640","True"
"2116","jaime","1580471","False"
"2117","sutra","1580071","True"
"2118","mower","1579636","True"
"2119","swine","1578713","True"
"2120","heron","1576813","True"
"2121","graft","1576259","True"
"2122","envoy","1574245","True"
"2123","clans","1570521","True"
"2124","abort","1569892","True"
"2125","edged","1568009","True"
"2126","duvet","1567578","True"
"2127","spade","1567565","True"
"2128","glare","1567097","True"
"2129","grids","1562935","True"
"2130","facto","1560335","False"
"2131","haiku","1557648","True"
"2132","wafer","1554217","True"
"2133","stash","1553737","True"
"2134","roofs","1553687","True"
"2135","reefs","1553553","True"
"2136","semen","1553302","True"
"2137","hover","1553261","True"
"2138","molds","1552621","True"
"2139","elias","1552410","False"
"2140","genoa","1548016","True"
"2141","leafs","1545582","True"
"2142","agony","1543205","True"
"2143","parte","1541532","False"
"2144","lacey","1539328","True"
"2145","cones","1538688","True"
"2146","taxed","1537786","True"
"2147","gator","1536519","True"
"2148","walla","1535192","True"
"2149","taped","1534342","True"
"2150","docks","1534076","True"
"2151","bully","1532418","True"
"2152","shure","1531591","False"
"2153","rhyme","1530733","True"
"2154","patel","1528841","False"
"2155","iconv","1522476","False"
"2156","vicky","1521949","False"
"2157","triad","1519533","True"
"2158","fitch","1518593","True"
"2159","cameo","1517437","True"
"2160","leach","1516929","True"
"2161","fanny","1516099","True"
"2162","combs","1515329","True"
"2163","macao","1512986","False"
"2164","snaps","1512455","True"
"2165","hurst","1509915","True"
"2166","coils","1503707","True"
"2167","navel","1503077","True"
"2168","bumps","1501221","True"
"2169","sable","1501050","True"
"2170","annoy","1497815","True"
"2171","axiom","1495473","True"
"2172","aztec","1494241","False"
"2173","vents","1493908","True"
"2174","mater","1493901","True"
"2175","humps","1492758","True"
"2176","joker","1492319","True"
"2177","hikes","1491709","True"
"2178","wiped","1491628","True"
"2179","tudor","1490389","False"
"2180","heirs","1489908","True"
"2181","cures","1489176","True"
"2182","duffy","1487687","False"
"2183","freud","1486467","False"
"2184","brink","1484879","True"
"2185","khaki","1481504","True"
"2186","mould","1479845","True"
"2187","gimme","1471759","True"
"2188","erika","1471358","False"
"2189","croft","1468213","True"
"2190","penal","1467202","True"
"2191","cowan","1463253","True"
"2192","lapse","1459542","True"
"2193","wally","1459126","True"
"2194","shrub","1458217","True"
"2195","finer","1455912","True"
"2196","smack","1451860","True"
"2197","cloak","1450056","True"
"2198","manic","1448525","True"
"2199","choke","1448146","True"
"2200","gravy","1441099","True"
"2201","payer","1439009","True"
"2202","abbas","1437558","True"
"2203","moods","1437510","True"
"2204","glaze","1431525","True"
"2205","salle","1426680","True"
"2206","infra","1426499","True"
"2207","gated","1426083","True"
"2208","ewing","1425635","False"
"2209","amish","1424712","False"
"2210","dizzy","1424316","True"
"2211","cribs","1423971","True"
"2212","psych","1422877","True"
"2213","verge","1422550","True"
"2214","nomad","1422041","True"
"2215","thorn","1421673","True"
"2216","phono","1418855","True"
"2217","daryl","1418692","False"
"2218","hoses","1416325","True"
"2219","hymns","1409831","True"
"2220","palsy","1409502","True"
"2221","cuffs","1408615","True"
"2222","nicky","1404900","False"
"2223","xenon","1400039","True"
"2224","luigi","1398437","False"
"2225","bayou","1397958","True"
"2226","tonic","1393402","True"
"2227","tomas","1389089","False"
"2228","rites","1388265","True"
"2229","ditto","1386002","True"
"2230","oddly","1385252","True"
"2231","undue","1377567","True"
"2232","tuple","1376804","True"
"2233","elves","1375481","True"
"2234","chant","1374428","True"
"2235","hutch","1373107","True"
"2236","tufts","1372589","True"
"2237","parry","1371591","True"
"2238","mahal","1371252","False"
"2239","raves","1368538","True"
"2240","mamma","1368416","True"
"2241","folly","1367992","True"
"2242","mural","1367338","True"
"2243","wager","1366964","True"
"2244","purge","1366135","True"
"2245","poser","1361002","True"
"2246","youre","1360397","False"
"2247","perky","1360009","True"
"2248","fused","1359038","True"
"2249","scalp","1356840","True"
"2250","actin","1356491","True"
"2251","erwin","1356404","False"
"2252","melon","1355214","True"
"2253","siren","1354779","True"
"2254","clasp","1354393","True"
"2255","wipes","1350866","True"
"2256","krone","1350253","True"
"2257","aegis","1349788","True"
"2258","derry","1348652","True"
"2259","amour","1346779","True"
"2260","totes","1344312","True"
"2261","thugs","1343168","True"
"2262","ethel","1342863","False"
"2263","sonar","1341822","True"
"2264","ethyl","1339385","True"
"2265","lambs","1339048","True"
"2266","maint","1338067","False"
"2267","ulcer","1336605","True"
"2268","autor","1333530","False"
"2269","ethic","1333320","True"
"2270","taxon","1333053","True"
"2271","thine","1332569","True"
"2272","genet","1332113","True"
"2273","parma","1330679","True"
"2274","enema","1329511","True"
"2275","seams","1323885","True"
"2276","barge","1319916","True"
"2277","famed","1319098","True"
"2278","resid","1318706","True"
"2279","grimm","1317982","False"
"2280","guido","1317298","False"
"2281","rufus","1315206","False"
"2282","slant","1313083","True"
"2283","comme","1312621","False"
"2284","chops","1312600","True"
"2285","broom","1312361","True"
"2286","snare","1311615","True"
"2287","shank","1311484","True"
"2288","leash","1310125","True"
"2289","hunts","1310081","True"
"2290","acton","1309016","True"
"2291","cunts","1308527","True"
"2292","deems","1307732","True"
"2293","ligne","1303464","True"
"2294","geese","1299115","True"
"2295","mecca","1298392","True"
"2296","broth","1297117","True"
"2297","crows","1294733","True"
"2298","taper","1294069","True"
"2299","revue","1290094","True"
"2300","smear","1289528","True"
"2301","memos","1286640","True"
"2302","frist","1284684","True"
"2303","serge","1283914","True"
"2304","judah","1283019","False"
"2305","slain","1281084","True"
"2306","quail","1278967","True"
"2307","mayan","1278824","True"
"2308","icing","1277602","True"
"2309","plume","1269109","True"
"2310","reina","1265881","False"
"2311","plank","1265284","True"
"2312","enact","1263603","True"
"2313","wasnt","1262688","False"
"2314","deity","1262430","True"
"2315","claws","1260902","True"
"2316","virgo","1260695","False"
"2317","manly","1260481","True"
"2318","pings","1259320","True"
"2319","peril","1258951","True"
"2320","hairs","1258412","True"
"2321","malik","1255552","True"
"2322","quads","1254291","True"
"2323","maids","1253811","True"
"2324","louie","1252710","True"
"2325","emery","1251050","True"
"2326","libre","1247864","False"
"2327","abode","1246541","True"
"2328","savoy","1246516","True"
"2329","comfy","1245404","True"
"2330","campo","1243547","True"
"2331","polka","1242601","True"
"2332","wiper","1242341","True"
"2333","falun","1239295","False"
"2334","nicer","1239249","True"
"2335","boast","1239080","True"
"2336","gents","1239020","True"
"2337","perch","1235177","True"
"2338","angst","1232364","True"
"2339","gecko","1230211","True"
"2340","caleb","1225445","False"
"2341","codex","1224930","True"
"2342","judas","1224674","True"
"2343","barns","1223270","True"
"2344","raids","1222441","True"
"2345","facet","1221287","True"
"2346","wares","1218442","True"
"2347","verve","1218256","True"
"2348","spree","1218040","True"
"2349","embed","1217930","True"
"2350","gurus","1217822","True"
"2351","brute","1216912","True"
"2352","butch","1213820","True"
"2353","scart","1213599","True"
"2354","yarns","1211638","True"
"2355","defer","1207925","True"
"2356","liars","1207786","True"
"2357","saith","1205270","True"
"2358","aimee","1204884","False"
"2359","deans","1202452","True"
"2360","kites","1202129","True"
"2361","dumps","1200377","True"
"2362","hanks","1199778","True"
"2363","crave","1199466","True"
"2364","salty","1196416","True"
"2365","zeros","1194886","True"
"2366","valor","1193133","True"
"2367","sabre","1189329","True"
"2368","banda","1187929","True"
"2369","goofy","1187234","True"
"2370","mimic","1187154","True"
"2371","hodge","1186264","False"
"2372","ticks","1184410","True"
"2373","vigil","1183443","True"
"2374","crore","1182812","True"
"2375","banco","1182286","True"
"2376","itchy","1181967","True"
"2377","bulky","1181562","True"
"2378","booze","1178694","True"
"2379","widen","1178278","True"
"2380","bubba","1178018","True"
"2381","adore","1176240","True"
"2382","colds","1175947","True"
"2383","fluke","1168887","True"
"2384","glade","1168016","True"
"2385","licks","1166907","True"
"2386","caste","1166877","True"
"2387","libra","1165757","True"
"2388","lures","1164163","True"
"2389","flaps","1163036","True"
"2390","inset","1162898","True"
"2391","rhine","1162642","True"
"2392","druid","1160196","True"
"2393","swarm","1158175","True"
"2394","ledge","1157598","True"
"2395","drown","1156106","True"
"2396","bangs","1154062","True"
"2397","radon","1153935","True"
"2398","abyss","1152408","True"
"2399","coder","1152037","True"
"2400","niece","1151039","True"
"2401","pleas","1150940","True"
"2402","flask","1150132","True"
"2403","idols","1147911","True"
"2404","gusts","1147366","True"
"2405","hippo","1146063","True"
"2406","dudes","1144089","True"
"2407","altos","1143776","True"
"2408","overs","1143660","True"
"2409","nests","1141883","True"
"2410","cours","1138194","True"
"2411","seton","1136773","True"
"2412","tesla","1134572","True"
"2413","padre","1132184","True"
"2414","plead","1125870","True"
"2415","sheen","1124463","True"
"2416","warts","1122886","True"
"2417","medic","1122716","True"
"2418","grail","1122474","True"
"2419","farsi","1121767","False"
"2420","seine","1121610","True"
"2421","lapel","1119712","True"
"2422","pecan","1118027","True"
"2423","manny","1117673","False"
"2424","aches","1116644","True"
"2425","chime","1115076","True"
"2426","remit","1111713","True"
"2427","exert","1109622","True"
"2428","pears","1105539","True"
"2429","heats","1105492","True"
"2430","lucid","1105349","True"
"2431","shiva","1105044","True"
"2432","infer","1104540","True"
"2433","doesn","1101832","False"
"2434","boyer","1100709","False"
"2435","dandy","1098188","True"
"2436","swaps","1097437","True"
"2437","paine","1097105","False"
"2438","synod","1095269","True"
"2439","marys","1095130","False"
"2440","pharm","1095064","True"
"2441","amigo","1094662","True"
"2442","caddy","1094377","True"
"2443","scala","1093246","True"
"2444","cesar","1092865","False"
"2445","cobol","1092207","False"
"2446","brits","1089837","True"
"2447","bleak","1088632","True"
"2448","tramp","1087707","True"
"2449","porte","1084129","False"
"2450","stang","1081839","True"
"2451","hubby","1080886","True"
"2452","jakob","1079504","False"
"2453","safes","1079012","True"
"2454","andes","1076878","False"
"2455","stubs","1076600","True"
"2456","josie","1076558","False"
"2457","dents","1075764","True"
"2458","perks","1075589","True"
"2459","vibes","1073710","True"
"2460","darcy","1073638","True"
"2461","lathe","1073261","True"
"2462","petri","1072903","True"
"2463","bylaw","1070798","True"
"2464","leaps","1070198","True"
"2465","lends","1069614","True"
"2466","crook","1067661","True"
"2467","dives","1066624","True"
"2468","mikey","1066268","False"
"2469","drury","1065856","False"
"2470","stale","1065657","True"
"2471","cosmo","1065626","False"
"2472","patsy","1064602","True"
"2473","corgi","1063639","True"
"2474","swans","1063572","True"
"2475","cupid","1061697","True"
"2476","cline","1061564","True"
"2477","thema","1061529","True"
"2478","piers","1061175","True"
"2479","dykes","1060752","False"
"2480","earle","1060105","False"
"2481","hosea","1060033","False"
"2482","haste","1059853","True"
"2483","prong","1059042","True"
"2484","bitte","1056982","True"
"2485","fleur","1056974","True"
"2486","expos","1056760","True"
"2487","berth","1056010","True"
"2488","crabs","1055615","True"
"2489","lingo","1055245","True"
"2490","piggy","1053871","True"
"2491","saber","1053669","True"
"2492","platt","1052481","True"
"2493","lexis","1052387","True"
"2494","folic","1050468","True"
"2495","lager","1050146","True"
"2496","wicca","1049446","True"
"2497","doggy","1048362","True"
"2498","exxon","1048332","False"
"2499","divas","1047835","True"
"2500","babel","1047472","True"
"2501","gonzo","1046835","True"
"2502","foyer","1042532","True"
"2503","brood","1042305","True"
"2504","azure","1042257","True"
"2505","sniff","1041321","True"
"2506","posse","1038358","True"
"2507","pixie","1037554","True"
"2508","unset","1035406","True"
"2509","coles","1034873","True"
"2510","melee","1034523","True"
"2511","llama","1033922","True"
"2512","vowel","1033509","True"
"2513","fecal","1032064","True"
"2514","humid","1026485","True"
"2515","guile","1026260","True"
"2516","mined","1025833","True"
"2517","sores","1024935","True"
"2518","raman","1024735","False"
"2519","reeds","1021880","True"
"2520","lofty","1018661","True"
"2521","kanji","1018304","True"
"2522","dogma","1016614","True"
"2523","winch","1016374","True"
"2524","evils","1015737","True"
"2525","jocks","1014285","True"
"2526","floss","1013783","True"
"2527","sarge","1013607","True"
"2528","shawl","1011728","True"
"2529","bends","1010930","True"
"2530","groff","1010436","False"
"2531","pence","1009358","True"
"2532","lenin","1009073","False"
"2533","thyme","1007823","True"
"2534","chino","1007675","True"
"2535","ovary","1003163","True"
"2536","bebop","1000401","True"
"2537","merle","999346","True"
"2538","flops","997539","True"
"2539","zeiss","997032","False"
"2540","vices","995524","True"
"2541","karat","995377","True"
"2542","ginny","995339","True"
"2543","ozark","993534","False"
"2544","corso","993128","True"
"2545","abbot","992552","True"
"2546","magma","992528","True"
"2547","arson","989351","True"
"2548","haunt","985188","True"
"2549","fuses","984514","True"
"2550","britt","984387","True"
"2551","braid","981945","True"
"2552","leung","981267","False"
"2553","fists","979557","True"
"2554","chimp","978917","True"
"2555","lefty","978333","True"
"2556","heres","978028","True"
"2557","vigor","977544","True"
"2558","tween","977071","True"
"2559","glued","975384","True"
"2560","whsle","974453","False"
"2561","shuts","974390","True"
"2562","alder","972850","True"
"2563","lawns","971756","True"
"2564","midas","971675","False"
"2565","raced","970447","True"
"2566","deuce","970434","True"
"2567","riser","969986","True"
"2568","redux","969917","True"
"2569","equiv","968303","False"
"2570","inlay","965778","True"
"2571","reddy","965755","True"
"2572","craze","962477","True"
"2573","texan","961758","False"
"2574","roper","959126","True"
"2575","adolf","957923","False"
"2576","volta","957170","True"
"2577","fumes","956671","True"
"2578","totem","955271","True"
"2579","indus","954407","False"
"2580","harms","954384","True"
"2581","carve","952422","True"
"2582","apnea","950562","True"
"2583","swish","949054","True"
"2584","asker","948596","True"
"2585","relic","947341","True"
"2586","teton","947032","False"
"2587","ethos","946491","True"
"2588","cling","946281","True"
"2589","toned","943575","True"
"2590","erred","943538","True"
"2591","mabel","943150","False"
"2592","dared","942679","True"
"2593","nudge","942601","True"
"2594","doves","941403","True"
"2595","dalai","941377","False"
"2596","alden","941109","False"
"2597","heaps","937059","True"
"2598","hydra","936887","True"
"2599","anvil","936808","True"
"2600","stalk","936028","True"
"2601","inert","935898","True"
"2602","eject","935010","True"
"2603","rayon","934490","True"
"2604","mocha","933522","True"
"2605","tonne","931552","True"
"2606","faxed","930853","True"
"2607","firth","927276","True"
"2608","slams","926688","True"
"2609","cadre","925745","True"
"2610","cabot","925244","False"
"2611","squat","925062","True"
"2612","koran","923696","False"
"2613","zoned","923678","True"
"2614","pubic","923627","True"
"2615","tiara","923335","True"
"2616","hives","922837","True"
"2617","cyril","922671","False"
"2618","koala","922217","True"
"2619","porta","921063","True"
"2620","crock","918524","True"
"2621","retry","916420","True"
"2622","hiram","916284","False"
"2623","telex","916110","True"
"2624","bowed","915747","True"
"2625","verdi","912609","False"
"2626","khmer","911263","False"
"2627","clogs","910686","True"
"2628","flank","910609","True"
"2629","atoll","908471","True"
"2630","ducts","907928","True"
"2631","mules","907690","True"
"2632","spoof","907481","True"
"2633","amman","907030","True"
"2634","hefty","905281","True"
"2635","hoist","905107","True"
"2636","ceres","904726","True"
"2637","celia","901589","False"
"2638","sault","901099","True"
"2639","slabs","900683","True"
"2640","agate","900451","True"
"2641","swami","900023","True"
"2642","nahum","898297","False"
"2643","lofts","897893","True"
"2644","feral","897865","True"
"2645","truce","897431","True"
"2646","laird","896267","True"
"2647","petal","895903","True"
"2648","odors","895586","True"
"2649","vijay","895191","False"
"2650","dries","894704","True"
"2651","autre","893881","False"
"2652","peeps","893768","True"
"2653","waugh","892508","True"
"2654","tiers","892403","True"
"2655","pluck","891481","True"
"2656","prick","891337","True"
"2657","herds","889724","True"
"2658","adder","888956","True"
"2659","ascot","888745","True"
"2660","germs","888353","True"
"2661","grays","888341","True"
"2662","frees","888094","True"
"2663","vixen","885674","True"
"2664","whips","885594","True"
"2665","bally","884078","True"
"2666","fades","881747","True"
"2667","bulge","881613","True"
"2668","laude","878641","False"
"2669","nerds","878641","True"
"2670","enrol","878274","True"
"2671","gloom","878018","True"
"2672","wakes","876767","True"
"2673","marge","876008","True"
"2674","aland","874439","True"
"2675","comps","873979","True"
"2676","greco","873704","False"
"2677","edema","873634","True"
"2678","sadie","873023","False"
"2679","overt","871540","True"
"2680","slime","869502","True"
"2681","swung","867135","True"
"2682","waved","867023","True"
"2683","libel","866830","True"
"2684","fryer","866546","True"
"2685","boron","865654","True"
"2686","riffs","864669","True"
"2687","tetra","863969","True"
"2688","vowed","863379","True"
"2689","asher","863144","False"
"2690","skier","863046","True"
"2691","tiled","861822","True"
"2692","snuff","861230","True"
"2693","melia","858360","False"
"2694","flied","858118","True"
"2695","talon","858061","True"
"2696","crewe","856635","True"
"2697","ollie","855837","True"
"2698","liang","854892","True"
"2699","shred","851931","True"
"2700","sieve","851108","True"
"2701","binge","850412","True"
"2702","smyth","849678","False"
"2703","jazzy","849457","True"
"2704","janus","849375","False"
"2705","ecole","848801","False"
"2706","limbo","847468","True"
"2707","shove","847364","True"
"2708","sykes","847255","True"
"2709","flake","847014","True"
"2710","arent","846105","False"
"2711","slade","842883","True"
"2712","dumas","842623","True"
"2713","wiser","841127","True"
"2714","flung","838045","True"
"2715","fiche","837884","True"
"2716","grads","836760","True"
"2717","donut","836168","True"
"2718","paseo","835840","True"
"2719","tabor","834301","True"
"2720","tenet","834143","True"
"2721","chute","834005","True"
"2722","fonds","833672","True"
"2723","mulch","833160","True"
"2724","whine","832743","True"
"2725","fouls","830765","True"
"2726","canes","830262","True"
"2727","euler","829981","False"
"2728","diced","826353","True"
"2729","vicar","825292","True"
"2730","prank","825027","True"
"2731","delft","818200","True"
"2732","faust","817186","False"
"2733","suing","816011","True"
"2734","brine","816003","True"
"2735","piled","815240","True"
"2736","fluff","814535","True"
"2737","unfit","814145","True"
"2738","rouse","812361","True"
"2739","appel","812311","True"
"2740","yucca","812282","True"
"2741","spiel","811922","True"
"2742","gizmo","811158","True"
"2743","scamp","810996","True"
"2744","danes","809689","False"
"2745","ident","808896","True"
"2746","cysts","808464","True"
"2747","helms","805535","True"
"2748","wierd","804835","False"
"2749","moths","804700","True"
"2750","evoke","804417","True"
"2751","assam","803070","True"
"2752","marek","803041","False"
"2753","boyce","802519","False"
"2754","foxes","801589","True"
"2755","gully","800734","True"
"2756","brill","800254","True"
"2757","gauss","798776","True"
"2758","mites","798205","True"
"2759","agora","797585","False"
"2760","macho","797523","True"
"2761","reeve","797352","True"
"2762","haydn","796271","False"
"2763","keyed","795167","True"
"2764","jerks","794019","True"
"2765","bagel","792721","True"
"2766","cults","791725","True"
"2767","amaze","791672","True"
"2768","easel","791426","True"
"2769","carer","791142","True"
"2770","gable","790611","True"
"2771","laced","790357","True"
"2772","mares","789891","True"
"2773","chaps","789805","True"
"2774","lanai","789800","True"
"2775","fermi","789613","True"
"2776","keats","789512","False"
"2777","dimes","788616","True"
"2778","verso","788583","True"
"2779","cleft","787981","True"
"2780","groin","784476","True"
"2781","allie","784184","False"
"2782","bower","783946","True"
"2783","salud","782447","False"
"2784","longs","782210","True"
"2785","repro","782095","True"
"2786","swain","779597","True"
"2787","girly","778626","True"
"2788","pores","777460","True"
"2789","oiled","776472","True"
"2790","blurb","776249","True"
"2791","moray","775524","True"
"2792","horst","775209","True"
"2793","noses","775113","True"
"2794","erode","774411","True"
"2795","reals","774273","True"
"2796","brisk","774000","True"
"2797","thule","773372","False"
"2798","meath","773366","True"
"2799","ponce","773276","True"
"2800","eerie","772484","True"
"2801","epsom","771110","False"
"2802","butyl","770092","True"
"2803","shale","769742","True"
"2804","varna","769723","True"
"2805","woolf","769007","False"
"2806","anode","768949","True"
"2807","crepe","768351","True"
"2808","snell","767608","True"
"2809","avert","767435","True"
"2810","guise","767344","True"
"2811","bongo","767108","True"
"2812","shaky","766843","True"
"2813","bloke","766763","True"
"2814","necks","766318","True"
"2815","calif","766201","True"
"2816","levee","766160","True"
"2817","chews","765973","True"
"2818","phony","765758","True"
"2819","soles","765275","True"
"2820","jetty","765224","True"
"2821","delia","764694","False"
"2822","nukes","764161","True"
"2823","rerun","763880","True"
"2824","jerky","763325","True"
"2825","codon","762548","True"
"2826","argon","760267","True"
"2827","norah","760039","False"
"2828","morph","759670","True"
"2829","darin","758338","False"
"2830","clams","758323","True"
"2831","speck","757962","True"
"2832","serra","755717","True"
"2833","papal","754586","True"
"2834","duets","754275","True"
"2835","labia","753273","True"
"2836","mogul","753098","True"
"2837","addis","752836","False"
"2838","vials","751274","True"
"2839","droit","750988","True"
"2840","teeny","750932","True"
"2841","silas","749747","False"
"2842","dunne","749643","False"
"2843","petro","747577","False"
"2844","reins","747535","True"
"2845","massa","745334","True"
"2846","aural","744671","True"
"2847","hasan","742630","False"
"2848","tombs","742507","True"
"2849","frown","742356","True"
"2850","sepia","741438","True"
"2851","brava","741156","True"
"2852","wagga","738631","True"
"2853","kenai","738583","False"
"2854","forts","737169","True"
"2855","surat","736651","True"
"2856","hoyle","736006","True"
"2857","levis","734906","True"
"2858","diddy","734427","True"
"2859","goody","733518","True"
"2860","jails","731402","True"
"2861","brant","730649","True"
"2862","tania","727994","False"
"2863","tunic","727598","True"
"2864","farce","727546","True"
"2865","howdy","726642","True"
"2866","whack","725891","True"
"2867","drone","725818","True"
"2868","godly","725475","True"
"2869","spire","725421","True"
"2870","stead","724786","True"
"2871","berne","721248","False"
"2872","nicks","721039","True"
"2873","shrug","720506","True"
"2874","boils","720481","True"
"2875","greta","720377","False"
"2876","covey","720367","True"
"2877","donne","720360","True"
"2878","dials","719996","True"
"2879","aster","718311","True"
"2880","ferns","717875","True"
"2881","curls","717837","True"
"2882","wince","717079","True"
"2883","melts","716330","True"
"2884","wasps","715192","True"
"2885","chien","714912","False"
"2886","mitre","714477","True"
"2887","mille","714163","True"
"2888","norse","713187","False"
"2889","bosom","712863","True"
"2890","bales","712551","True"
"2891","rapes","712505","True"
"2892","picky","711200","True"
"2893","barth","710974","False"
"2894","perla","710761","False"
"2895","busts","710437","True"
"2896","lumen","710305","True"
"2897","shari","709021","False"
"2898","fidel","707716","False"
"2899","tonal","707113","True"
"2900","tarts","706018","True"
"2901","nance","705947","True"
"2902","foggy","704386","True"
"2903","shone","704369","True"
"2904","leafy","704018","True"
"2905","uzbek","703624","False"
"2906","brite","703473","False"
"2907","dolor","703247","True"
"2908","trove","702353","True"
"2909","eased","702343","True"
"2910","filer","702264","True"
"2911","arias","701697","True"
"2912","steed","701658","True"
"2913","retin","701007","False"
"2914","hasty","700024","True"
"2915","munch","699127","True"
"2916","clove","698870","True"
"2917","chica","698851","True"
"2918","preps","698730","True"
"2919","leech","698609","True"
"2920","mylar","698551","True"
"2921","giver","698546","True"
"2922","nymph","697326","True"
"2923","astor","697049","False"
"2924","frail","696174","True"
"2925","tikes","696108","True"
"2926","vedic","695671","False"
"2927","swank","695208","True"
"2928","churn","694218","True"
"2929","madre","693680","True"
"2930","muted","693571","True"
"2931","feats","693557","True"
"2932","bumpy","692057","True"
"2933","aleph","692035","True"
"2934","amine","689951","True"
"2935","snape","689130","False"
"2936","spake","688769","True"
"2937","awoke","688520","True"
"2938","parka","688453","True"
"2939","prune","688443","True"
"2940","cairn","688283","True"
"2941","spock","688188","False"
"2942","draco","688044","True"
"2943","galen","687054","False"
"2944","sever","686306","True"
"2945","jello","685368","True"
"2946","toric","685050","True"
"2947","titre","683909","True"
"2948","bonne","683697","True"
"2949","fling","682999","True"
"2950","hilda","681905","False"
"2951","niels","680887","False"
"2952","lindy","680830","True"
"2953","drier","679179","True"
"2954","auger","678597","True"
"2955","enoch","678182","False"
"2956","dales","678083","True"
"2957","domes","676815","True"
"2958","execs","676432","True"
"2959","hiker","676389","True"
"2960","manuf","676324","False"
"2961","leary","675295","True"
"2962","osage","673592","False"
"2963","coeds","673554","True"
"2964","crumb","673404","True"
"2965","yikes","672164","True"
"2966","grate","672155","True"
"2967","fiend","670385","True"
"2968","vespa","669846","True"
"2969","baits","669063","True"
"2970","wicks","668862","True"
"2971","fleas","668194","True"
"2972","taupe","668030","True"
"2973","heals","666561","True"
"2974","pyrex","665560","True"
"2975","conor","664769","False"
"2976","runes","664374","True"
"2977","pique","664313","True"
"2978","swore","663914","True"
"2979","trier","663496","True"
"2980","bello","663280","False"
"2981","messe","662879","False"
"2982","wilco","662169","True"
"2983","anova","661864","False"
"2984","livre","660631","True"
"2985","cools","659994","True"
"2986","prado","658805","False"
"2987","legit","658762","True"
"2988","wands","658592","True"
"2989","fishy","658490","True"
"2990","filmy","657205","True"
"2991","timid","657204","True"
"2992","barra","656133","True"
"2993","aller","655865","False"
"2994","veils","655338","True"
"2995","cajon","655061","True"
"2996","corby","653551","True"
"2997","lobos","652655","True"
"2998","leaky","650957","True"
"2999","leven","650761","False"
"3000","molar","650262","True"
"3001","mamas","649492","True"
"3002","earls","649223","True"
"3003","hyped","648758","True"
"3004","batik","648561","True"
"3005","crain","648503","False"
"3006","odour","648137","True"
"3007","sonja","648040","False"
"3008","gulch","647573","True"
"3009","hoody","647288","True"
"3010","axles","647257","True"
"3011","henna","646514","True"
"3012","bribe","646492","True"
"3013","doped","646161","True"
"3014","ghent","645064","False"
"3015","towed","644374","True"
"3016","lisle","643841","True"
"3017","medio","643387","False"
"3018","canto","643291","True"
"3019","aorta","641057","True"
"3020","delve","640909","True"
"3021","crimp","640746","True"
"3022","facie","640686","False"
"3023","clout","639706","True"
"3024","feces","639441","True"
"3025","fella","639391","True"
"3026","phage","638631","True"
"3027","dulce","638505","True"
"3028","alkyl","637228","True"
"3029","paces","634682","True"
"3030","oliva","634239","False"
"3031","rambo","632674","False"
"3032","wynne","632290","False"
"3033","glyph","632257","True"
"3034","marko","632242","False"
"3035","plumb","631703","True"
"3036","unify","631185","True"
"3037","briar","630788","True"
"3038","stent","630695","True"
