"word","wordle_valid"
"limbo","True"
"limbs","True"
"limbu","False"
"limby","True"
"limed","True"
"limen","True"
"limer","False"
"limes","True"
"limey","True"
"limit","True"
"limli","False"
"limma","True"
"limmu","False"
"limns","True"
"limos","True"
"limps","True"
"limpy","False"
"limsy","False"
"linac","True"
"linch","True"
"linda","False"
"lindo","False"
"lindy","True"
"linea","False"
"lined","True"
"linen","True"
"liner","True"
"lines","True"
"linet","False"
"liney","True"
"linga","True"
"linge","False"
"lingo","True"
"lings","True"
"lingy","True"
"linha","False"
"linie","False"
"linin","True"
"linja","False"
"linje","False"
"links","True"
"linky","True"
"linne","False"
"linns","True"
"linon","False"
"linos","True"
"lints","True"
"linty","True"
"linum","True"
"linus","False"
"lions","True"
"lipan","False"
"lipic","False"
"lipid","True"
"lipin","True"
"lippy","True"
"lipse","False"
"liras","True"
"lirot","True"
"lisle","True"
"lisps","True"
"lists","True"
"listy","False"
"liszt","False"
"litai","True"
"litas","True"
"litch","False"
"liter","True"
"lites","True"
"lithe","True"
"lithi","False"
"litho","True"
"lithy","False"
"litra","False"
"litre","True"
"litui","False"
"litus","False"
"lived","True"
"liven","True"
"liver","True"
"lives","True"
"livid","True"
"livor","True"
"livre","True"
"liwan","False"
"llama","True"
"llano","True"
"lloyd","False"
"lludd","False"
"loach","True"
"loads","True"
"loafs","True"
"loams","True"
"loamy","True"
"loans","True"
"loasa","False"
"loath","True"
"loave","True"
"lobal","False"
"lobar","True"
"lobby","True"
"lobed","True"
"lobes","True"
"lobos","True"
"lobus","True"
"local","True"
"loche","True"
"lochi","False"
"lochs","True"
"lochy","False"
"locks","True"
"locky","False"
"locos","True"
"locum","True"
"locus","True"
"loden","True"
"lodes","True"
"lodge","True"
"lodha","False"
"lodur","False"
"loeil","False"
"loess","True"
"lofts","True"
"lofty","True"
"logan","True"
"loges","True"
"loggy","True"
"logia","True"
"logic","True"
"logie","True"
"login","True"
"logis","False"
"logoi","True"
"logos","True"
"lohan","True"
"lohar","False"
"loins","True"
"lokao","False"
"loket","False"
"lolls","True"
"lolly","True"
"lomta","False"
"loner","True"
"longa","True"
"longe","True"
"longs","True"
"looby","True"
"looch","False"
"looed","True"
"looey","True"
"loofa","True"
"loofs","True"
"looie","True"
"looks","True"
"looky","True"
"looms","True"
"loons","True"
"loony","True"
"loope","False"
"loops","True"
"loopy","True"
"loord","True"
"loory","False"
"loose","True"
"loots","True"
"loped","True"
"loper","True"
"lopes","True"
"loppy","True"
"loral","True"
"loran","True"
"lords","True"
"lordy","True"
"lored","False"
"lorel","True"
"loren","False"
"lores","True"
"loric","True"
"loris","True"
"loros","False"
"lorry","True"
"lorum","False"
"losel","True"
"loser","True"
"loses","True"
"lossy","True"
"lotah","True"
"lotan","False"
"lotas","True"
"lotic","True"
"lotor","False"
"lotos","True"
"lotta","True"
"lotte","True"
"lotto","True"
"lotus","True"
"louch","False"
"louey","False"
"lough","True"
"louie","True"
"louis","True"
"loulu","False"
"loupe","True"
"loups","True"
"lourd","False"
"lours","True"
"loury","True"
"louse","True"
"lousy","True"
"louts","True"
"louty","False"
"lovat","True"
"loved","True"
"lovee","False"
"lover","True"
"loves","True"
"lovey","True"
"lowan","True"
"lowed","True"
"lower","True"
"lowes","True"
"lowly","True"
"lowry","True"
"lowse","True"
"lowth","False"
"loxed","True"
"loxes","True"
"loxia","False"
"loxic","False"
"loyal","True"
"lrecl","False"
"luaus","True"
"lubes","True"
"lubra","True"
"lucan","False"
"luces","True"
"lucet","False"
"lucia","False"
"lucid","True"
"lucks","True"
"lucky","True"
"lucre","True"
"luddy","False"
"luffa","True"
"luffs","True"
"luger","True"
"luges","True"
"luian","False"
"luigi","False"
"luite","False"
"lukan","False"
"lukas","False"
"luket","False"
"lulab","False"
"lulav","False"
"lulls","True"
"lully","False"
"lulus","True"
"lumen","True"
"lumme","True"
"lummy","True"
"lumps","True"
"lumpy","True"
"lumut","False"
"lunar","True"
"lunas","True"
"lunch","True"
"lunda","False"
"lunel","False"
"lunes","True"
"lunet","True"
"lunge","True"
"lungi","True"
"lungs","True"
"lungy","False"
"lunka","False"
"lunks","True"
"lunts","True"
"lupid","False"
"lupin","True"
"lupis","False"
"lupus","True"
"lural","False"
"lurch","True"
"lured","True"
"lurer","True"
"lures","True"
"lurid","True"
"lurks","True"
"lurky","False"
"lurry","True"
"luser","True"
"lushy","True"
"lusky","False"
"lusts","True"
"lusty","True"
"lusus","True"
"lutao","False"
"lutea","True"
"luted","True"
"luteo","False"
"luter","True"
"lutes","True"
"lutra","False"
"luxes","True"
"luxus","False"
"lyard","True"
"lyart","True"
"lyase","True"
"lycea","True"
"lycee","True"
"lycid","False"
"lycus","False"
"lydia","False"
"lyery","False"
"lygus","False"
"lying","True"
"lyken","False"
"lymph","True"
"lynch","False"
"lynne","False"
"lyres","True"
"lyric","True"
"lyrid","False"
"lysed","True"
"lyses","True"
"lysin","True"
"lysis","True"
"lysol","True"
"lyssa","True"
"lythe","True"
"lytic","True"
"lytta","True"
"maana","False"
"maars","True"
"mabel","False"
"macan","False"
"macao","False"
"macaw","True"
"macco","False"
"maced","True"
"macer","True"
"maces","True"
"machi","True"
"macho","True"
"machs","True"
"macks","True"
"macle","True"
"macon","True"
"macro","True"
"madam","True"
"madge","True"
"madia","False"
"madid","True"
"madly","True"
"madoc","False"
"madre","True"
"mafey","False"
"mafia","True"
"mafic","True"
"mafoo","False"
"magas","False"
"mages","True"
"maggy","False"
"maghi","False"
"magic","True"
"magma","True"
"magna","False"
"magog","False"
"magot","True"
"magus","True"
"mahal","False"
"mahar","False"
"mahat","False"
"mahdi","False"
"mahoe","True"
"mahra","False"
"mahri","False"
"mahua","True"
"mahwa","True"
"maida","False"
"maids","True"
"maidu","False"
"maidy","False"
"maiid","False"
"maile","True"
"maill","True"
"mails","True"
"maims","True"
"maine","False"
"mains","True"
"maint","False"
"maire","True"
"mairs","True"
"maist","True"
"maius","False"
"maize","True"
"majas","False"
"major","True"
"majos","False"
"makah","False"
"makar","True"
"maker","True"
"makes","True"
"makos","True"
"makua","False"
"makuk","False"
"malam","True"
"malar","True"
"malax","True"
"malay","False"
"malee","False"
"maleo","False"
"males","True"
"malgr","False"
"malic","True"
"malie","False"
"malik","True"
"malls","True"
"malms","True"
"malmy","True"
"malta","False"
"malto","False"
"malts","True"
"malty","True"
"malum","False"
"malus","True"
"malva","True"
"malwa","True"
"mamas","True"
"mamba","True"
"mambo","True"
"mambu","False"
"mamey","True"
"mamie","True"
"mamma","True"
"mammy","True"
"mamry","False"
"manak","False"
"manal","False"
"manas","True"
"manba","False"
"mande","False"
"mandi","True"
"mands","False"
"maned","True"
"maneh","True"
"manei","False"
"manes","True"
"manet","True"
"maney","False"
"manga","True"
"mange","True"
"mangi","False"
"mango","True"
"mangy","True"
"mania","True"
"manic","True"
"manid","False"
"manie","False"
"manis","True"
"manit","False"
"maniu","False"
"manks","False"
"manky","True"
"manly","True"
"manna","True"
"manny","False"
"manoc","False"
"manor","True"
"manos","True"
"manqu","False"
"manse","True"
"manso","False"
"manta","True"
"manto","True"
"manty","True"
"manuf","False"
"manul","True"
"manus","True"
"maori","False"
"mapau","True"
"maple","True"
"mappy","False"
"maqui","True"
"marae","True"
"marah","True"
"maral","False"
"maras","True"
"maray","False"
"march","True"
"marci","False"
"marco","False"
"marcs","True"
"mardi","False"
"mardy","True"
"marek","False"
"mares","True"
"marga","False"
"marge","True"
"maria","True"
"marid","True"
"marie","False"
"mario","False"
"maris","False"
"marka","True"
"marko","False"
"marks","True"
"marla","False"
"marli","False"
"marls","True"
"marly","True"
"marok","False"
"maror","True"
"maros","False"
"marry","True"
"marse","True"
"marsh","True"
"marsi","False"
"marts","True"
"martu","False"
"marty","False"
"marvy","True"
"marys","False"
"masai","False"
"maser","True"
"masha","False"
"mashy","True"
"masks","True"
"mason","True"
"massa","True"
"masse","True"
"massy","True"
"masts","True"
"masty","True"
"matai","True"
"matar","False"
"matax","False"
"match","True"
"mated","True"
"mater","True"
"mates","True"
"matey","True"
"matha","False"
"mathe","False"
"maths","True"
"matie","False"
"matin","True"
"matka","False"
"matlo","True"
"matra","False"
"matsu","False"
"matta","False"
"matte","True"
"matti","False"
"matts","True"
"matty","False"
"matza","True"
"matzo","True"
"mauby","True"
"maugh","False"
"mauls","True"
"maund","True"
"mauri","True"
"mauts","True"
"mauve","True"
"maven","True"
"mavie","True"
"mavin","True"
"mavis","True"
"mawed","True"
"mawks","True"
"mawky","True"
"maxim","True"
"maxis","True"
"mayan","True"
"mayas","True"
"maybe","True"
"mayda","False"
"mayed","True"
"mayer","False"
"mayey","False"
"maynt","False"
"mayor","True"
"mayst","True"
"mazda","False"
"mazed","True"
"mazel","False"
"mazer","True"
"mazes","True"
"mazic","False"
"mazur","False"
"mazut","True"
"mbaya","False"
"mbira","True"
"mbori","False"
"mbuba","False"
"mccoy","False"
"mckay","False"
"meach","False"
"meads","True"
"meals","True"
"mealy","True"
"means","True"
"meant","True"
"meany","True"
"mease","True"
"meath","True"
"meats","True"
"meaty","True"
"meaul","False"
"mebos","True"
"mecca","True"
"mecon","False"
"mecum","False"
"medal","True"
"medea","False"
"media","True"
"medic","True"
"medii","True"
"medio","False"
"medle","True"
"medoc","False"
"meece","False"
"meech","False"
"meeds","True"
"meeks","False"
"meese","False"
"meeth","False"
"meets","True"
"meggy","False"
"meiji","False"
"meile","False"
"meiny","True"
"meith","True"
"melam","False"
"melas","True"
"melba","True"
"melch","False"
"melds","True"
"melee","True"
"meles","False"
"melia","False"
"melic","True"
"melis","False"
"mells","True"
"meloe","False"
"melon","True"
"melos","False"
"melts","True"
"memos","True"
"menad","True"
"menat","False"
"mende","False"
"mendi","False"
"mends","True"
"mendy","False"
"menic","False"
"menow","False"
"mensa","True"
"mense","True"
"mensk","False"
"menta","True"
"menus","True"
"meows","True"
"merak","False"
"merat","False"
"merce","False"
"merch","True"
"merci","False"
"mercy","True"
"mered","True"
"merel","True"
"merer","True"
"meres","True"
"merge","True"
"mergh","False"
"meril","True"
"merit","True"
"merks","True"
"merle","True"
"merls","True"
"merop","False"
"meros","False"
"merry","True"
"merse","True"
"mesad","False"
"mesal","True"
"mesas","True"
"mesel","True"
"mesem","False"
"meshy","True"
"mesic","True"
"mesne","True"
"meson","True"
"messe","False"
"messy","True"
"mesua","False"
"metad","False"
"metae","False"
"metal","True"
"metas","False"
"meted","True"
"metel","False"
"meter","True"
"metes","True"
"metho","True"
"meths","True"
"metic","True"
"metif","True"
"metin","False"
"metis","True"
"metol","True"
"metra","False"
"metre","True"
"metro","True"
"metus","False"
"metze","False"
"meuni","False"
"meuse","True"
"meute","False"
"mewed","True"
"mewer","False"
"mewls","True"
"mezzo","True"
"mhorr","True"
"miami","False"
"miaou","True"
"miaow","True"
"miasm","True"
"miaul","True"
"miauw","False"
"micah","False"
"micas","True"
"miche","True"
"micht","True"
"micks","True"
"micky","True"
"micra","True"
"micro","True"
"midas","False"
"middy","True"
"mider","False"
"midge","True"
"midgy","True"
"midis","True"
"midst","True"
"miens","True"
"miffs","True"
"miffy","True"
"miggs","True"
"might","True"
"miked","True"
"mikes","True"
"mikey","False"
"mikie","False"
"mikir","False"
"mikra","True"
"milan","False"
"milch","True"
"miler","True"
"miles","True"
"milha","False"
"milia","True"
"milit","False"
"milko","True"
"milks","True"
"milky","True"
"milla","False"
"mille","True"
"mills","True"
"milly","False"
"milor","True"
"milos","True"
"milpa","True"
"milts","True"
"milty","True"
"mimed","True"
"mimeo","True"
"mimer","True"
"mimes","True"
"mimic","True"
"mimir","False"
"mimly","False"
"mimsy","True"
"mimus","False"
"mimzy","False"
"minae","True"
"minah","False"
"minar","True"
"minas","True"
"minbu","False"
"mince","True"
"mincy","True"
"minds","True"
"mined","True"
"miner","True"
"mines","True"
"minge","True"
"mingo","False"
"mingy","True"
"minie","False"
"minim","True"
"minis","True"
"minks","True"
"minny","True"
"minor","True"
"minos","True"
"minot","False"
"minow","False"
"mints","True"
"minty","True"
"minum","False"
"minus","True"
"miqra","False"
"mirac","False"
"mirak","False"
"mired","True"
"mires","True"
"mirex","True"
"mirid","True"
"mirks","True"
"mirky","True"
"mirly","True"
"mirth","True"
"mirvs","True"
"mirza","True"
"misce","False"
"misdo","True"
"miser","True"
"mises","True"
"misgo","True"
"misky","False"
"misly","False"
"misos","True"
"missa","True"
"missy","True"
"mists","True"
"misty","True"
"mitch","True"
"miter","True"
"mites","True"
"mitis","True"
"mitra","False"
"mitre","True"
"mitts","True"
"mitty","False"
"mitua","False"
"mixed","True"
"mixen","True"
"mixer","True"
"mixes","True"
"mixup","True"
"mizar","False"
"mizen","True"
"mizzy","True"
"mnage","False"
"mneme","True"
"mnium","False"
"moans","True"
"moats","True"
"mobby","True"
"mobed","False"
"mobil","False"
"moble","True"
"mocha","True"
"moche","False"
"mochy","True"
"mocks","True"
"mocoa","False"
"modal","True"
"model","True"
"modem","True"
"moder","True"
"modes","True"
"modge","True"
"modif","False"
"modoc","False"
"modus","True"
"moeck","False"
"moggy","True"
"mogos","False"
"mogul","True"
"mohar","False"
"mohel","True"
"mohos","True"
"mohur","True"
"mohwa","False"
"moier","False"
"moile","True"
"moils","True"
"moira","True"
"moire","True"
"moise","False"
"moism","False"
"moist","True"
"moity","False"
"mojos","True"
"mokes","True"
"mokum","False"
"molal","True"
"molar","True"
"molas","True"
"molds","True"
"moldy","True"
"moler","False"
"moles","True"
"molet","False"
"molge","False"
"molka","False"
"molla","True"
"molle","False"
"molls","True"
"molly","True"
"molpe","False"
"molto","True"
"molts","True"
"molvi","False"
"momes","True"
"momma","True"
"momme","False"
"mommy","True"
"momus","True"
"monad","True"
"monal","True"
"monas","True"
"monax","False"
"monde","True"
"mondo","True"
"monel","False"
"moner","True"
"money","True"
"mongo","True"
"monic","True"
"monie","True"
"monks","True"
"monny","False"
"monos","True"
"monte","True"
"month","True"
"montu","False"
"monty","True"
"mooch","True"
"moods","True"
"moody","True"
"mooed","True"
"moola","True"
"mools","True"
"moong","True"
"moons","True"
"moony","True"
"moore","False"
"moorn","False"
"moors","True"
"moory","True"
"moosa","False"
"moose","True"
"moost","False"
"mooth","False"
"moots","True"
"mopan","False"
"moped","True"
"moper","True"
"mopes","True"
"mopey","True"
"mopla","False"
"moppy","True"
"mopsy","True"
"mopus","True"
"moqui","False"
"morae","True"
"moral","True"
"moran","False"
"moras","True"
"morat","True"
"moray","True"
"mordu","False"
"mordv","False"
"morel","True"
"mores","True"
"morga","False"
"moric","False"
"morin","False"
"mormo","False"
"morne","True"
"morns","True"
"moroc","False"
"moron","True"
"moror","False"
"morph","True"
"morra","True"
"morro","True"
"morse","True"
"morth","False"
"morts","True"
"morus","False"
"mosan","False"
"mosel","False"
"moses","True"
"mosey","True"
"mosgu","False"
"mosks","True"
"mossi","False"
"mosso","True"
"mossy","True"
"moste","True"
"mosts","True"
"mosul","False"
"mosur","False"
"moted","True"
"motel","True"
"moter","False"
"motes","True"
"motet","True"
"motey","True"
"moths","True"
"mothy","True"
"motif","True"
"moton","False"
"motor","True"
"motte","True"
"motto","True"
"motts","True"
"motty","True"
"mouch","True"
"moudy","False"
"moues","True"
"mould","True"
"moule","False"
"mouls","True"
"moult","True"
"mouly","False"
"mound","True"
"mount","True"
"mourn","True"
"mouse","True"
"mousy","True"
"mouth","True"
"moved","True"
"mover","True"
"moves","True"
"movie","True"
"mowch","False"
"mowed","True"
"mower","True"
"mowha","False"
"mowie","False"
"mowra","True"
"mowse","False"
"mowth","False"
"moxas","True"
"moxie","True"
"moyen","False"
"moyle","True"
"mozos","True"
"mphps","False"
"mpret","True"
"msink","False"
"mster","False"
"mtier","False"
"muang","False"
"mucic","True"
"mucid","True"
"mucin","True"
"mucks","True"
"mucky","True"
"mucor","True"
"mucro","True"
"mucus","True"
"mudar","False"
"mudde","False"
"muddy","True"
"mudee","False"
"mudir","True"
"mudra","True"
"muffs","True"
"muffy","False"
"mufti","True"
"mufty","False"
"muggs","True"
"muggy","True"
"mugho","False"
"mugil","False"
"muhly","True"
"muist","True"
"mujik","True"
"mukri","False"
"mukti","False"
"mulch","True"
"mulct","True"
"muled","True"
"mules","True"
"mulet","False"
"muley","True"
"mulga","True"
"mulla","True"
"mulls","True"
"mulse","True"
"multi","False"
"multo","False"
"mumbo","False"
"mumms","True"
"mummy","True"
"mumps","True"
"mumsy","True"
"munch","True"
"munda","False"
"munga","True"
"munge","True"
"mungo","True"
"mungy","False"
"munia","False"
"munic","False"
"muntz","False"
"muong","False"
"muons","True"
"mural","True"
"muran","False"
"muras","True"
"murat","False"
"mured","True"
"mures","True"
"murex","True"
"murga","False"
"murid","True"
"murks","True"
"murky","True"
"murly","True"
"murmi","False"
"murph","False"
"murra","True"
"murre","True"
"murrs","True"
"murry","True"
"murut","False"
"murva","True"
"murza","False"
"musal","False"
"musar","True"
"musca","True"
"musci","False"
"mused","True"
"muser","True"
"muses","True"
"muset","True"
"musgu","False"
"musha","True"
"mushy","True"
"music","True"
"musie","False"
"musit","True"
"musks","True"
"musky","True"
"mussy","True"
"musth","True"
"musts","True"
"musty","True"
"mutch","True"
"muted","True"
"muter","True"
"mutes","True"
"mutic","False"
"mutts","True"
"mutus","False"
"muzzy","True"
"myall","True"
"mycol","False"
"mylar","True"
"mymar","False"
"mynah","True"
"mynas","True"
"myoid","True"
"myoma","True"
"myope","True"
"myops","True"
"myopy","True"
"myron","False"
"myrrh","True"
"mysel","False"
"mysid","True"
"mysis","False"
"myths","True"
"nabak","False"
"nabal","False"
"nabby","False"
"nabis","True"
"nabla","True"
"nable","False"
"nabob","True"
"nache","True"
"nacho","True"
"nacre","True"
"nacry","False"
"nadir","True"
"naevi","True"
"nagel","False"
"naggy","True"
"naght","False"
"nagor","True"
"nahor","False"
"nahua","False"
"nahum","False"
"naiad","True"
"naias","False"
"naifs","True"
"nails","True"
"naily","False"
"naira","True"
"nairy","False"
"naish","False"
"naive","True"
"naked","True"
"naker","True"
"nakir","False"
"nakoo","False"
"naled","True"
"namaz","False"
"nambe","False"
"namby","False"
"namda","False"
"named","True"
"namer","True"
"names","True"
"namma","True"
"nammo","False"
"nanas","True"
"nance","True"
"nancy","True"
"nanda","False"
"nandi","False"
"nandu","True"
"nanes","False"
"nanga","False"
"nanmu","False"
"nanny","True"
"nants","False"
"nantz","False"
"naomi","False"
"naoto","False"
"napal","False"
"napes","True"
"napoo","True"
"nappa","True"
"nappe","True"
"nappy","True"
"narco","True"
"narcs","True"
"nards","True"
"nardu","False"
"naren","False"
"nares","True"
"naric","True"
"naris","True"
"narks","True"
"narky","True"
"narra","False"
"nasab","False"
"nasal","True"
"nasat","False"
"nasch","False"
"nassa","False"
"nasty","True"
"nasua","False"
"nasus","False"
"natal","True"
"natch","True"
"nates","True"
"nathe","False"
"natty","True"
"natus","False"
"nauch","True"
"naumk","False"
"naunt","True"
"naval","True"
"navar","True"
"navel","True"
"naves","True"
"navet","False"
"navew","True"
"navig","False"
"navis","False"
"navvy","True"
"nawab","True"
"nawle","False"
"nawob","False"
"nayar","False"
"nazim","False"
"nazir","True"
"nazis","True"
"neaps","True"
"nears","True"
"neath","True"
"neats","True"
"nebby","False"
"nebel","True"
"necia","False"
"necks","True"
"necro","False"
"neddy","True"
"needn","False"
"needs","True"
"needy","True"
"neela","False"
"neeld","True"
"neele","True"
"neems","True"
"neeps","True"
"neese","True"
"neeze","True"
"nefas","False"
"neffy","False"
"neger","False"
"negro","True"
"negus","True"
"nehru","False"
"neifs","True"
"neigh","True"
"neist","True"
"nejdi","False"
"nelly","True"
"nemas","True"
"nemos","False"
"nenes","True"
"nenta","False"
"neons","True"
"neoza","False"
"nepal","False"
"neper","True"
"nepit","True"
"neral","True"
"nerds","True"
"nerdy","True"
"nerka","True"
"nerol","True"
"nerts","True"
"nertz","True"
"nerve","True"
"nervy","True"
"nests","True"
"nesty","False"
"neter","False"
"netop","True"
"netts","True"
"netty","True"
"neuma","False"
"neume","True"
"neums","True"
"nevat","False"
"nevel","True"
"neven","False"
"never","True"
"neves","True"
"nevoy","False"
"nevus","True"
"newar","False"
"newel","True"
"newer","True"
"newly","True"
"newsy","True"
"newts","True"
"nexal","False"
"nexum","False"
"nexus","True"
"ngaio","True"
"ngapi","False"
"ngoko","False"
"ngoma","True"
"ngwee","True"
"niais","False"
"niall","False"
"niata","False"
"nibby","False"
"nicer","True"
"niche","True"
"nicht","True"
"nicks","True"
"nicky","False"
"nicol","True"
"nidal","True"
"nided","True"
"nides","True"
"nidge","False"
"nidor","True"
"nidus","True"
"niece","True"
"niels","False"
"niepa","False"
"nieve","True"
"nific","False"
"nifle","False"
"nifty","True"
"nigel","False"
"nighs","True"
"night","True"
"nigre","False"
"nigua","False"
"nihal","False"
"nihil","True"
"nikau","True"
"nikko","False"
"nikon","False"
"nills","True"
"nilot","False"
"nimbi","True"
"nines","True"
"ninja","True"
"ninny","True"
"ninon","True"
"ninos","False"
"ninox","False"
"ninth","True"
"nintu","False"
"ninut","False"
"niobe","False"
"niota","False"
"nipas","True"
"nippy","True"
"niris","False"
"nirls","True"
"nisan","False"
"nisei","True"
"nisse","True"
"nisus","True"
"nitch","False"
"niter","True"
"nitid","True"
"niton","True"
"nitos","False"
"nitre","True"
"nitro","True"
"nitta","False"
"nitty","True"
"niuan","False"
"nival","True"
"nixed","True"
"nixer","True"
"nixes","True"
"nixie","True"
"nixon","False"
"nizam","True"
"nizey","False"
"njave","False"
"nobby","True"
"nobel","False"
"nobis","False"
"noble","True"
"nobly","True"
"nobut","False"
"nocht","False"
"nocks","True"
"nodal","True"
"noddi","False"
"noddy","True"
"noded","False"
"nodes","True"
"nodus","True"
"noels","True"
"noemi","False"
"nogai","False"
"nogal","False"
"noggs","True"
"nohex","False"
"nohow","True"
"noils","True"
"noily","True"
"noint","True"
"noire","False"
"noise","True"
"noisy","True"
"nokta","False"
"nolle","False"
"nolos","True"
"nomad","True"
"nomap","False"
"nomas","True"
"nomen","True"
"nomes","True"
"nomic","True"
"nomoi","True"
"nomos","True"
"nonas","True"
"nonce","True"
"nonda","False"
"nondo","False"
"nones","True"
"nonet","True"
"nonic","False"
"nonly","False"
"nonny","True"
"nonya","False"
"nonyl","True"
"nooks","True"
"nooky","True"
"noons","True"
"noose","True"
"nopal","True"
"norah","False"
"noria","True"
"noric","False"
"norie","False"
"norit","False"
"norma","True"
"norms","True"
"norna","False"
"norry","False"
"norse","False"
"norsk","False"
"north","True"
"nosed","True"
"noser","True"
"noses","True"
"nosey","True"
"nosig","False"
"notal","True"
"notan","False"
"notch","True"
"noted","True"
"noter","True"
"notes","True"
"notre","False"
"notum","True"
"notus","False"
"nould","True"
"nouns","True"
"novae","True"
"novas","True"
"novel","True"
"novem","False"
"novum","True"
"novus","False"
"noway","True"
"nowch","False"
"nowed","True"
"nowel","False"
"nowts","True"
"noxal","True"
"noyau","True"
"npeel","False"
"nuadu","False"
"nubby","True"
"nubia","True"
"nucal","False"
"nucha","True"
"nucin","False"
"nuddy","True"
"nuder","True"
"nudes","True"
"nudge","True"
"nudie","True"
"nudum","False"
"nudzh","True"
"nugae","True"
"nukes","True"
"nullo","False"
"nulls","True"
"numac","False"
"numbs","True"
"numda","False"
"numen","True"
"numis","False"
"nummi","False"
"numps","False"
"numud","False"
"nunce","False"
"nunch","False"
"nunki","False"
"nunks","False"
"nunky","False"
"nunni","False"
"nunry","False"
"nuque","False"
"nurls","True"
"nurly","False"
"nurry","False"
"nurse","True"
"nursy","False"
"nutsy","True"
"nutty","True"
"nyala","True"
"nyaya","False"
"nydia","False"
"nylon","True"
"nymil","False"
"nymph","True"
"nymss","False"
"nyoro","False"
"nyssa","True"
"nyxis","False"
"oadal","False"
"oaken","True"
"oakum","True"
"oared","True"
"oaric","False"
"oasal","False"
"oases","True"
"oasis","True"
"oasts","True"
"oaten","True"
"oater","True"
"oaths","True"
"oaves","True"
"obeah","True"
"obeli","True"
"obese","True"
"obeys","True"
"obias","True"
"obiit","True"
"obits","True"
"objet","True"
"oblat","False"
"obley","False"
"obmit","False"
"oboes","True"
"obole","True"
"oboli","True"
"obols","True"
"occas","False"
"occur","True"
"ocean","True"
"ocher","True"
"ochna","False"
"ochre","True"
"ochro","False"
"ochry","True"
"ocker","True"
"ocote","False"
"ocque","False"
"ocrea","True"
"octad","True"
"octal","True"
"octan","True"
"octet","True"
"octic","False"
"octyl","True"
"ocuby","False"
"oculi","True"
"ocyte","False"
"odder","True"
"oddly","True"
"odell","False"
"odeon","True"
"odeum","True"
"odist","True"
"odium","True"
"odoom","False"
"odors","True"
"odour","True"
"odyle","True"
"odyls","True"
"oecus","False"
"oelet","False"
"oenin","False"
"ofays","True"
"offal","True"
"offed","True"
"offer","True"
"offic","False"
"often","True"
"ofter","True"
"oftly","False"
"ogams","True"
"ogeed","True"
"ogees","True"
"ogham","True"
"oghuz","False"
"ogive","True"
"ogled","True"
"ogler","True"
"ogles","True"
"ogmic","True"
"ogres","True"
"ohare","False"
"ohelo","False"
"ohias","True"
"ohing","True"
"ohmic","True"
"ohone","True"
"oicks","False"
"oidia","True"
"oiled","True"
"oiler","True"
"oinks","True"
"oisin","False"
"okapi","True"
"okays","True"
"okehs","True"
"okras","True"
"okrug","False"
"olcha","False"
"olchi","False"
"olden","True"
"older","True"
"oldie","True"
"oleic","True"
"olein","True"
"olena","False"
"olent","True"
"oleos","True"
"olepy","False"
"oleum","True"
"olios","True"
"oliva","False"
"olive","True"
"ollas","True"
"ollav","True"
"ollie","True"
"ology","True"
"olona","False"
"olpae","True"
"olpes","True"
"olson","False"
"omaha","False"
"omani","False"
"omasa","True"
"omber","True"
"ombre","True"
"omega","True"
"omens","True"
"omers","True"
"omina","False"
"omits","True"
"omlah","True"
"omnes","False"
"omrah","True"
"oncer","True"
"onces","True"
"oncet","True"
"oncia","False"
"oncin","False"
"onery","True"
"onion","True"
"onium","True"
"onker","False"
"onkos","False"
"onlap","False"
"onlay","True"
"onmun","False"
"onset","True"
"ontal","False"
"ontic","True"
"onymy","False"
"oobit","True"
"oohed","True"
"oolak","False"
"oolly","False"
"oomph","True"
"oopak","False"
"oopod","False"
"oorie","True"
"ootid","True"
"oozed","True"
"oozes","True"
"oozoa","False"
"opahs","True"
"opals","True"
"opata","False"
"opelu","False"
"opens","True"
"opera","True"
"ophic","False"
"ophir","False"
"ophis","False"
"opine","True"
"oping","True"
"opium","True"
"opsin","True"
"opted","True"
"optic","True"
"orach","True"
"oracy","True"
"orage","False"
"orale","False"
"orals","True"
"orang","True"
"orans","False"
"orant","True"
"oraon","False"
"orary","False"
"orate","True"
"orbed","True"
"orbic","False"
"orbit","True"
"orcas","True"
"orcin","True"
"order","True"
"ordos","True"
"oread","True"
"oreas","False"
"orgal","False"
"organ","True"
"orgia","True"
"orgic","True"
"orgue","True"
"orias","False"
"oribi","True"
"oriel","True"
"orion","False"
"oriya","False"
"orkey","False"
"orles","True"
"orlet","False"
"orlon","True"
"orlop","True"
"orlos","False"
"ormer","True"
"ornes","False"
"ornis","True"
"oromo","False"
"orpin","True"
"orpit","False"
"orris","True"
"orrow","False"
"orsel","False"
"orson","False"
"ortet","False"
"ortho","True"
"ortol","False"
"ortyx","False"
"orvet","False"
"oryza","False"
"osage","False"
"osaka","False"
"oscan","False"
"oscar","True"
"oscin","False"
"osela","False"
"oshac","True"
"oshea","False"
"oside","False"
"osier","True"
"oskar","False"
"osmic","True"
"osmin","False"
"osmol","True"
"osone","False"
"ossal","False"
"ossea","False"
"osset","False"
"ossia","True"
"ostia","True"
"ostic","False"
"otary","True"
"otate","False"
"other","True"
"othin","False"
"otium","False"
"otkon","False"
"otomi","False"
"ottar","True"
"otter","True"
"ottos","True"
"otyak","False"
"ouabe","False"
"ought","True"
"ouija","True"
"oukia","False"
