"word","source","curated_frequency_score","wordle_valid"
"katti","wordle","","True"
"kaugh","wordle","","True"
"kauri","wordle","","True"
"kauru","wordle","","True"
"kaury","wordle","","True"
"kaval","wordle","","True"
"kavas","wordle","","True"
"kawas","wordle","","True"
"kawau","wordle","","True"
"kawed","wordle","","True"
"kayak","wordle","","True"
"kayle","wordle","","True"
"kayos","wordle","","True"
"kazis","wordle","","True"
"kazoo","wordle","","True"
"kbars","wordle","","True"
"kebab","wordle","","True"
"kebar","wordle","","True"
"kebob","wordle","","True"
"kecks","wordle","","True"
"kedge","wordle","","True"
"kedgy","wordle","","True"
"keech","wordle","","True"
"keefs","wordle","","True"
"keeks","wordle","","True"
"keels","wordle","","True"
"keema","wordle","","True"
"keeno","wordle","","True"
"keens","wordle","","True"
"keeps","curated+wordle","11","True"
"keets","wordle","","True"
"keeve","wordle","","True"
"kefir","wordle","","True"
"kehua","wordle","","True"
"keirs","wordle","","True"
"kelep","wordle","","True"
"kelim","wordle","","True"
"kells","wordle","","True"
"kelly","wordle","","True"
"kelps","wordle","","True"
"kelpy","wordle","","True"
"kelts","wordle","","True"
"kelty","wordle","","True"
"kembo","wordle","","True"
"kembs","wordle","","True"
"kemps","wordle","","True"
"kempt","wordle","","True"
"kempy","wordle","","True"
"kenaf","wordle","","True"
"kench","wordle","","True"
"kendo","wordle","","True"
"kenos","wordle","","True"
"kente","wordle","","True"
"kents","wordle","","True"
"kepis","wordle","","True"
"kerbs","wordle","","True"
"kerel","wordle","","True"
"kerfs","wordle","","True"
"kerky","wordle","","True"
"kerma","wordle","","True"
"kerne","wordle","","True"
"kerns","wordle","","True"
"keros","wordle","","True"
"kerry","wordle","","True"
"kerve","wordle","","True"
"kesar","wordle","","True"
"kests","wordle","","True"
"ketas","wordle","","True"
"ketch","wordle","","True"
"ketes","wordle","","True"
"ketol","wordle","","True"
"kevel","wordle","","True"
"kevil","wordle","","True"
"kexes","wordle","","True"
"keyed","wordle","","True"
"keyer","wordle","","True"
"khadi","wordle","","True"
"khafs","wordle","","True"
"khaki","wordle","","True"
"khans","wordle","","True"
"khaph","wordle","","True"
"khats","wordle","","True"
"khaya","wordle","","True"
"khazi","wordle","","True"
"kheda","wordle","","True"
"kheth","wordle","","True"
"khets","wordle","","True"
"khoja","wordle","","True"
"khors","wordle","","True"
"khoum","wordle","","True"
"khuds","wordle","","True"
"kiaat","wordle","","True"
"kiack","wordle","","True"
"kiang","wordle","","True"
"kibbe","wordle","","True"
"kibbi","wordle","","True"
"kibei","wordle","","True"
"kibes","wordle","","True"
"kibla","wordle","","True"
"kicks","wordle","","True"
"kicky","wordle","","True"
"kiddo","wordle","","True"
"kiddy","wordle","","True"
"kidel","wordle","","True"
"kidge","wordle","","True"
"kiefs","wordle","","True"
"kiers","wordle","","True"
"kieve","wordle","","True"
"kievs","wordle","","True"
"kight","wordle","","True"
"kikoi","wordle","","True"
"kiley","wordle","","True"
"kilim","wordle","","True"
"kills","wordle","","True"
"kilns","wordle","","True"
"kilos","wordle","","True"
"kilps","wordle","","True"
"kilts","wordle","","True"
"kilty","wordle","","True"
"kimbo","wordle","","True"
"kinas","wordle","","True"
"kinda","wordle","","True"
"kinds","wordle","","True"
"kindy","wordle","","True"
"kines","wordle","","True"
"kings","wordle","","True"
"kinin","wordle","","True"
"kinks","wordle","","True"
"kinky","wordle","","True"
"kinos","wordle","","True"
"kiore","wordle","","True"
"kiosk","wordle","","True"
"kipes","wordle","","True"
"kippa","wordle","","True"
"kipps","wordle","","True"
"kirby","wordle","","True"
"kirks","wordle","","True"
"kirns","wordle","","True"
"kirri","wordle","","True"
"kisan","wordle","","True"
"kissy","wordle","","True"
"kists","wordle","","True"
"kited","wordle","","True"
"kiter","wordle","","True"
"kites","wordle","","True"
"kithe","wordle","","True"
"kiths","wordle","","True"
"kitty","wordle","","True"
"kitul","wordle","","True"
"kivas","wordle","","True"
"kiwis","wordle","","True"
"klang","wordle","","True"
"klaps","wordle","","True"
"klett","wordle","","True"
"klick","wordle","","True"
"klieg","wordle","","True"
"kliks","wordle","","True"
"klong","wordle","","True"
"kloof","wordle","","True"
"kluge","wordle","","True"
"klutz","wordle","","True"
"knack","wordle","","True"
"knags","wordle","","True"
"knaps","wordle","","True"
"knarl","wordle","","True"
"knars","wordle","","True"
"knaur","wordle","","True"
"knave","wordle","","True"
"knawe","wordle","","True"
"knead","wordle","","True"
"kneed","wordle","","True"
"kneel","wordle","","True"
"knees","curated+wordle","55","True"
"knell","wordle","","True"
"knelt","wordle","","True"
"knife","curated+wordle","42","True"
"knish","wordle","","True"
"knits","wordle","","True"
"knive","wordle","","True"
"knobs","wordle","","True"
"knock","wordle","","True"
"knoll","wordle","","True"
"knops","wordle","","True"
"knosp","wordle","","True"
"knots","wordle","","True"
"knout","wordle","","True"
"knowe","wordle","","True"
"known","wordle","","True"
"knows","wordle","","True"
"knubs","wordle","","True"
"knurl","wordle","","True"
"knurr","wordle","","True"
"knurs","wordle","","True"
"knuts","wordle","","True"
"koala","wordle","","True"
"koans","wordle","","True"
"koaps","wordle","","True"
"koban","wordle","","True"
"kobos","wordle","","True"
"koels","wordle","","True"
"koffs","wordle","","True"
"kofta","wordle","","True"
"kogal","wordle","","True"
"kohas","wordle","","True"
"kohen","wordle","","True"
"kohls","wordle","","True"
"koine","wordle","","True"
"kojis","wordle","","True"
"kokam","wordle","","True"
"kokas","wordle","","True"
"koker","wordle","","True"
"kokra","wordle","","True"
"kokum","wordle","","True"
"kolas","wordle","","True"
"kolos","wordle","","True"
"kombu","wordle","","True"
"konbu","wordle","","True"
"kondo","wordle","","True"
"konks","wordle","","True"
"kooks","wordle","","True"
"kooky","wordle","","True"
"koori","wordle","","True"
"kopek","wordle","","True"
"kophs","wordle","","True"
"kopje","wordle","","True"
"koppa","wordle","","True"
"korai","wordle","","True"
"koras","wordle","","True"
"korat","wordle","","True"
"kores","wordle","","True"
"korma","wordle","","True"
"koros","wordle","","True"
"korun","wordle","","True"
"korus","wordle","","True"
"koses","wordle","","True"
"kotch","wordle","","True"
"kotos","wordle","","True"
"kotow","wordle","","True"
"koura","wordle","","True"
"kraal","wordle","","True"
"krabs","wordle","","True"
"kraft","wordle","","True"
"krais","wordle","","True"
"krait","wordle","","True"
"krang","wordle","","True"
"krans","wordle","","True"
"kranz","wordle","","True"
"kraut","wordle","","True"
"krays","wordle","","True"
"kreep","wordle","","True"
"kreng","wordle","","True"
"krewe","wordle","","True"
"krill","wordle","","True"
"krona","wordle","","True"
"krone","wordle","","True"
"kroon","wordle","","True"
"krubi","wordle","","True"
"krunk","wordle","","True"
"ksars","wordle","","True"
"kubie","wordle","","True"
"kudos","wordle","","True"
"kudus","wordle","","True"
"kudzu","wordle","","True"
"kufis","wordle","","True"
"kugel","wordle","","True"
"kuias","wordle","","True"
"kukri","wordle","","True"
"kukus","wordle","","True"
"kulak","wordle","","True"
"kulan","wordle","","True"
"kulas","wordle","","True"
"kulfi","wordle","","True"
"kumis","wordle","","True"
"kumys","wordle","","True"
"kuris","wordle","","True"
"kurre","wordle","","True"
"kurta","wordle","","True"
"kurus","wordle","","True"
"kusso","wordle","","True"
"kutas","wordle","","True"
"kutch","wordle","","True"
"kutis","wordle","","True"
"kutus","wordle","","True"
"kuzus","wordle","","True"
"kvass","wordle","","True"
"kvell","wordle","","True"
"kwela","wordle","","True"
"kyack","wordle","","True"
"kyaks","wordle","","True"
"kyang","wordle","","True"
"kyars","wordle","","True"
"kyats","wordle","","True"
"kybos","wordle","","True"
"kydst","wordle","","True"
"kyles","wordle","","True"
"kylie","wordle","","True"
"kylin","wordle","","True"
"kylix","wordle","","True"
"kyloe","wordle","","True"
"kynde","wordle","","True"
"kynds","wordle","","True"
"kypes","wordle","","True"
"kyrie","wordle","","True"
"kytes","wordle","","True"
"kythe","wordle","","True"
"laari","wordle","","True"
"labda","wordle","","True"
"label","wordle","","True"
"labia","wordle","","True"
"labis","wordle","","True"
"labor","curated+wordle","328","True"
"labra","wordle","","True"
"laced","wordle","","True"
"lacer","wordle","","True"
"laces","wordle","","True"
"lacet","wordle","","True"
"lacey","wordle","","True"
"lacks","wordle","","True"
"laddy","wordle","","True"
"laded","wordle","","True"
"laden","curated+wordle","10","True"
"lader","wordle","","True"
"lades","wordle","","True"
"ladle","wordle","","True"
"laers","wordle","","True"
"laevo","wordle","","True"
"lagan","wordle","","True"
"lager","wordle","","True"
"lahal","wordle","","True"
"lahar","wordle","","True"
"laich","wordle","","True"
"laics","wordle","","True"
"laids","wordle","","True"
"laigh","wordle","","True"
"laika","wordle","","True"
"laiks","wordle","","True"
"laird","wordle","","True"
"lairs","wordle","","True"
"lairy","wordle","","True"
"laith","wordle","","True"
"laity","wordle","","True"
"laked","wordle","","True"
"laker","wordle","","True"
"lakes","curated+wordle","13","True"
"lakhs","wordle","","True"
"lakin","wordle","","True"
"laksa","wordle","","True"
"laldy","wordle","","True"
"lalls","wordle","","True"
"lamas","wordle","","True"
"lambs","wordle","","True"
"lamby","wordle","","True"
"lamed","wordle","","True"
"lamer","wordle","","True"
"lames","wordle","","True"
"lamia","wordle","","True"
"lammy","wordle","","True"
"lamps","wordle","","True"
"lanai","wordle","","True"
"lanas","wordle","","True"
"lance","wordle","","True"
"lanch","wordle","","True"
"lande","wordle","","True"
"lands","curated+wordle","76","True"
"lanes","wordle","","True"
"lanks","wordle","","True"
"lanky","wordle","","True"
"lants","wordle","","True"
"lapel","wordle","","True"
"lapin","wordle","","True"
"lapis","wordle","","True"
"lapje","wordle","","True"
"lapse","curated+wordle","8","True"
"larch","wordle","","True"
"lards","wordle","","True"
"lardy","wordle","","True"
"laree","wordle","","True"
"lares","wordle","","True"
"large","curated+wordle","483","True"
"largo","wordle","","True"
"laris","wordle","","True"
"larks","wordle","","True"
"larky","wordle","","True"
"larns","wordle","","True"
"larnt","wordle","","True"
"larum","wordle","","True"
"larva","wordle","","True"
"lased","wordle","","True"
"laser","wordle","","True"
"lases","wordle","","True"
"lassi","wordle","","True"
"lasso","wordle","","True"
"lassu","wordle","","True"
"lassy","wordle","","True"
"lasts","wordle","","True"
"latah","wordle","","True"
"latch","wordle","","True"
"lated","wordle","","True"
"laten","wordle","","True"
"later","curated+wordle","334","True"
"latex","wordle","","True"
"lathe","curated+wordle","9","True"
"lathi","wordle","","True"
"laths","wordle","","True"
"lathy","wordle","","True"
"latke","wordle","","True"
"latte","wordle","","True"
"latus","wordle","","True"
"lauan","wordle","","True"
"lauch","wordle","","True"
"lauds","wordle","","True"
"laufs","wordle","","True"
"laugh","curated+wordle","70","True"
"laund","wordle","","True"
"laura","wordle","","True"
"laval","wordle","","True"
"lavas","wordle","","True"
"laved","wordle","","True"
"laver","wordle","","True"
"laves","wordle","","True"
"lavra","wordle","","True"
"lavvy","wordle","","True"
"lawed","wordle","","True"
"lawer","wordle","","True"
"lawin","wordle","","True"
"lawks","wordle","","True"
"lawns","wordle","","True"
"lawny","wordle","","True"
"laxed","wordle","","True"
"laxer","wordle","","True"
"laxes","wordle","","True"
"laxly","wordle","","True"
"layed","wordle","","True"
"layer","curated+wordle","51","True"
"layin","wordle","","True"
"layup","wordle","","True"
"lazar","wordle","","True"
"lazed","wordle","","True"
"lazes","wordle","","True"
"lazos","wordle","","True"
"lazzi","wordle","","True"
"lazzo","wordle","","True"
"leach","wordle","","True"
"leads","curated+wordle","32","True"
"leady","wordle","","True"
"leafs","wordle","","True"
"leafy","wordle","","True"
"leaks","wordle","","True"
"leaky","wordle","","True"
"leams","wordle","","True"
"leans","wordle","","True"
"leant","wordle","","True"
"leany","wordle","","True"
"leaps","curated+wordle","9","True"
"leapt","wordle","","True"
"leare","wordle","","True"
"learn","curated+wordle","38","True"
"lears","wordle","","True"
"leary","wordle","","True"
"lease","wordle","","True"
"leash","curated+wordle","12","True"
"least","curated+wordle","194","True"
"leats","wordle","","True"
"leave","curated+wordle","300","True"
"leavy","wordle","","True"
"leaze","wordle","","True"
"leben","wordle","","True"
"leccy","wordle","","True"
"ledes","wordle","","True"
"ledge","curated+wordle","5","True"
"ledgy","wordle","","True"
"ledum","wordle","","True"
"leear","wordle","","True"
"leech","curated+wordle","3","True"
"leeks","wordle","","True"
"leeps","wordle","","True"
"leers","wordle","","True"
"leery","wordle","","True"
"leese","wordle","","True"
"leets","wordle","","True"
"leeze","wordle","","True"
"lefte","wordle","","True"
"lefts","wordle","","True"
"lefty","wordle","","True"
"legal","curated+wordle","52","True"
"leger","wordle","","True"
"leges","wordle","","True"
"legge","wordle","","True"
"leggo","wordle","","True"
"leggy","wordle","","True"
"legit","wordle","","True"
"lehrs","wordle","","True"
"lehua","wordle","","True"
"leirs","wordle","","True"
"leish","wordle","","True"
"leman","wordle","","True"
"lemed","wordle","","True"
"lemel","wordle","","True"
"lemes","wordle","","True"
"lemma","wordle","","True"
"lemme","wordle","","True"
"lemon","wordle","","True"
"lemur","wordle","","True"
"lends","wordle","","True"
"lenes","wordle","","True"
"lengs","wordle","","True"
"lenis","wordle","","True"
"lenos","wordle","","True"
"lense","wordle","","True"
"lenti","wordle","","True"
"lento","wordle","","True"
"leone","wordle","","True"
"leper","wordle","","True"
"lepid","wordle","","True"
"lepra","wordle","","True"
"lepta","wordle","","True"
"lered","wordle","","True"
"leres","wordle","","True"
"lerps","wordle","","True"
"leses","wordle","","True"
"lests","wordle","","True"
"letch","wordle","","True"
"lethe","wordle","","True"
"letup","wordle","","True"
"leuch","wordle","","True"
"leuco","wordle","","True"
"leuds","wordle","","True"
"leugh","wordle","","True"
"levas","wordle","","True"
"levee","curated+wordle","5","True"
"level","curated+wordle","53","True"
"lever","wordle","","True"
"leves","wordle","","True"
"levin","wordle","","True"
"levis","wordle","","True"
"lewis","wordle","","True"
"lexes","wordle","","True"
"lexis","wordle","","True"
"lezes","wordle","","True"
"lezza","wordle","","True"
"lezzy","wordle","","True"
"liana","wordle","","True"
"liane","wordle","","True"
"liang","wordle","","True"
"liard","wordle","","True"
"liars","wordle","","True"
"liart","wordle","","True"
"libel","wordle","","True"
"liber","wordle","","True"
"libra","wordle","","True"
"libri","wordle","","True"
"lichi","wordle","","True"
"licht","wordle","","True"
"licit","wordle","","True"
"licks","wordle","","True"
"lidar","wordle","","True"
"lidos","wordle","","True"
"liefs","wordle","","True"
"liege","wordle","","True"
"liens","wordle","","True"
"liers","wordle","","True"
"lieus","wordle","","True"
"lieve","wordle","","True"
"lifer","wordle","","True"
"lifes","wordle","","True"
"lifts","wordle","","True"
"ligan","wordle","","True"
"liger","wordle","","True"
"ligge","wordle","","True"
"light","curated+wordle","278","True"
"ligne","wordle","","True"
"liked","curated+wordle","75","True"
"liken","wordle","","True"
"liker","wordle","","True"
"likes","wordle","","True"
"likin","wordle","","True"
"lilac","curated+wordle","7","True"
"lills","wordle","","True"
"lilos","wordle","","True"
"lilts","wordle","","True"
"liman","wordle","","True"
"limas","wordle","","True"
"limax","wordle","","True"
"limba","wordle","","True"
"limbi","wordle","","True"
"limbo","wordle","","True"
"limbs","curated+wordle","67","True"
"limby","wordle","","True"
"limed","wordle","","True"
"limen","wordle","","True"
"limes","wordle","","True"
"limey","wordle","","True"
"limit","wordle","","True"
"limma","wordle","","True"
"limns","wordle","","True"
"limos","wordle","","True"
"limpa","wordle","","True"
"limps","wordle","","True"
"linac","wordle","","True"
"linch","wordle","","True"
"linds","wordle","","True"
"lindy","wordle","","True"
"lined","curated+wordle","32","True"
"linen","wordle","","True"
"liner","wordle","","True"
"lines","curated+wordle","133","True"
"liney","wordle","","True"
"linga","wordle","","True"
"lingo","wordle","","True"
"lings","wordle","","True"
"lingy","wordle","","True"
"linin","wordle","","True"
"links","wordle","","True"
"linky","wordle","","True"
"linns","wordle","","True"
"linny","wordle","","True"
"linos","wordle","","True"
"lints","wordle","","True"
"linty","wordle","","True"
"linum","wordle","","True"
"linux","wordle","","True"
"lions","wordle","","True"
"lipas","wordle","","True"
"lipes","wordle","","True"
"lipid","wordle","","True"
"lipin","wordle","","True"
"lipos","wordle","","True"
"lippy","wordle","","True"
"liras","wordle","","True"
"lirks","wordle","","True"
"lirot","wordle","","True"
"lisks","wordle","","True"
"lisle","wordle","","True"
"lisps","wordle","","True"
"lists","wordle","","True"
"litai","wordle","","True"
"litas","wordle","","True"
"lited","wordle","","True"
"liter","wordle","","True"
"lites","wordle","","True"
"lithe","wordle","","True"
"litho","wordle","","True"
"liths","wordle","","True"
"litre","wordle","","True"
"lived","curated+wordle","113","True"
"liven","wordle","","True"
"liver","wordle","","True"
"lives","curated+wordle","60","True"
"livid","wordle","","True"
"livor","wordle","","True"
"livre","wordle","","True"
"llama","wordle","","True"
"llano","wordle","","True"
"loach","wordle","","True"
"loads","wordle","","True"
"loafs","wordle","","True"
"loams","wordle","","True"
"loamy","wordle","","True"
"loans","wordle","","True"
"loast","wordle","","True"
"loath","wordle","","True"
"loave","wordle","","True"
"lobar","wordle","","True"
"lobby","wordle","","True"
"lobed","wordle","","True"
"lobes","wordle","","True"
"lobos","wordle","","True"
"lobus","wordle","","True"
"local","curated+wordle","192","True"
"loche","wordle","","True"
"lochs","wordle","","True"
"locie","wordle","","True"
"locis","wordle","","True"
"locks","wordle","","True"
"locos","wordle","","True"
"locum","wordle","","True"
"locus","wordle","","True"
"loden","wordle","","True"
"lodes","wordle","","True"
"lodge","curated+wordle","86","True"
"loess","wordle","","True"
"lofts","wordle","","True"
"lofty","wordle","","True"
"logan","wordle","","True"
"loges","wordle","","True"
"loggy","wordle","","True"
"logia","wordle","","True"
"logic","curated+wordle","11","True"
"logie","wordle","","True"
"login","wordle","","True"
"logoi","wordle","","True"
"logon","wordle","","True"
"logos","wordle","","True"
"lohan","wordle","","True"
"loids","wordle","","True"
"loins","wordle","","True"
"loipe","wordle","","True"
"loirs","wordle","","True"
"lokes","wordle","","True"
"lolls","wordle","","True"
"lolly","wordle","","True"
"lolog","wordle","","True"
"lomas","wordle","","True"
"lomed","wordle","","True"
"lomes","wordle","","True"
"loner","wordle","","True"
"longa","wordle","","True"
"longe","wordle","","True"
"longs","wordle","","True"
"looby","wordle","","True"
"looed","wordle","","True"
"looey","wordle","","True"
"loofa","wordle","","True"
"loofs","wordle","","True"
"looie","wordle","","True"
"looks","wordle","","True"
"looky","wordle","","True"
"looms","wordle","","True"
"loons","wordle","","True"
"loony","wordle","","True"
"loops","wordle","","True"
"loopy","wordle","","True"
"loord","wordle","","True"
"loose","curated+wordle","90","True"
"loots","wordle","","True"
"loped","wordle","","True"
"loper","wordle","","True"
"lopes","wordle","","True"
"loppy","wordle","","True"
"loral","wordle","","True"
"loran","wordle","","True"
"lords","wordle","","True"
"lordy","wordle","","True"
"lorel","wordle","","True"
"lores","wordle","","True"
"loric","wordle","","True"
"loris","wordle","","True"
"lorry","wordle","","True"
"losed","wordle","","True"
"losel","wordle","","True"
"losen","wordle","","True"
"loser","wordle","","True"
"loses","wordle","","True"
"lossy","wordle","","True"
"lotah","wordle","","True"
"lotas","wordle","","True"
"lotes","wordle","","True"
"lotic","wordle","","True"
"lotos","wordle","","True"
"lotsa","wordle","","True"
"lotta","wordle","","True"
"lotte","wordle","","True"
"lotto","wordle","","True"
"lotus","wordle","","True"
"loued","wordle","","True"
"lough","wordle","","True"
"louie","wordle","","True"
"louis","wordle","","True"
"louma","wordle","","True"
"lound","wordle","","True"
"louns","wordle","","True"
"loupe","wordle","","True"
"loups","wordle","","True"
"loure","wordle","","True"
"lours","wordle","","True"
"loury","wordle","","True"
"louse","wordle","","True"
"lousy","wordle","","True"
"louts","wordle","","True"
"lovat","wordle","","True"
"loved","curated+wordle","128","True"
"lover","wordle","","True"
"loves","wordle","","True"
"lovey","wordle","","True"
"lovie","wordle","","True"
"lowan","wordle","","True"
"lowed","wordle","","True"
"lower","curated+wordle","196","True"
"lowes","wordle","","True"
"lowly","wordle","","True"
"lownd","wordle","","True"
"lowne","wordle","","True"
"lowns","wordle","","True"
"lowps","wordle","","True"
"lowry","wordle","","True"
"lowse","wordle","","True"
"lowts","wordle","","True"
"loxed","wordle","","True"
"loxes","wordle","","True"
"loyal","wordle","","True"
"lozen","wordle","","True"
"luach","wordle","","True"
"luaus","wordle","","True"
"lubed","wordle","","True"
"lubes","wordle","","True"
"lubra","wordle","","True"
"luces","wordle","","True"
"lucid","wordle","","True"
"lucks","wordle","","True"
"lucky","wordle","","True"
"lucre","wordle","","True"
"ludes","wordle","","True"
"ludic","wordle","","True"
"ludos","wordle","","True"
"luffa","wordle","","True"
"luffs","wordle","","True"
"luged","wordle","","True"
"luger","wordle","","True"
"luges","wordle","","True"
"lulls","wordle","","True"
"lulus","wordle","","True"
"lumas","wordle","","True"
"lumbi","wordle","","True"
"lumen","wordle","","True"
"lumme","wordle","","True"
"lummy","wordle","","True"
"lumps","wordle","","True"
"lumpy","wordle","","True"
"lunar","wordle","","True"
"lunas","wordle","","True"
"lunch","curated+wordle","17","True"
"lunes","wordle","","True"
"lunet","wordle","","True"
"lunge","wordle","","True"
"lungi","wordle","","True"
"lungs","wordle","","True"
"lunks","wordle","","True"
"lunts","wordle","","True"
"lupin","wordle","","True"
"lupus","wordle","","True"
"lurch","wordle","","True"
"lured","curated+wordle","6","True"
"lurer","wordle","","True"
"lures","wordle","","True"
"lurex","wordle","","True"
"lurgi","wordle","","True"
"lurgy","wordle","","True"
"lurid","wordle","","True"
"lurks","wordle","","True"
"lurry","wordle","","True"
"lurve","wordle","","True"
"luser","wordle","","True"
"lushy","wordle","","True"
"lusks","wordle","","True"
"lusts","wordle","","True"
"lusty","wordle","","True"
"lusus","wordle","","True"
"lutea","wordle","","True"
"luted","wordle","","True"
"luter","wordle","","True"
"lutes","wordle","","True"
"luvvy","wordle","","True"
"luxed","wordle","","True"
"luxer","wordle","","True"
"luxes","wordle","","True"
"lweis","wordle","","True"
"lyams","wordle","","True"
"lyard","wordle","","True"
"lyart","wordle","","True"
"lyase","wordle","","True"
"lycea","wordle","","True"
"lycee","wordle","","True"
"lycra","wordle","","True"
"lying","curated+wordle","118","True"
"lymes","wordle","","True"
"lymph","curated+wordle","194","True"
"lynes","wordle","","True"
"lyres","wordle","","True"
"lyric","wordle","","True"
"lysed","wordle","","True"
"lyses","wordle","","True"
"lysin","wordle","","True"
"lysis","wordle","","True"
"lysol","wordle","","True"
"lyssa","wordle","","True"
"lyted","wordle","","True"
"lytes","wordle","","True"
"lythe","wordle","","True"
"lytic","wordle","","True"
"lytta","wordle","","True"
"maaed","wordle","","True"
"maare","wordle","","True"
"maars","wordle","","True"
"mabes","wordle","","True"
"macas","wordle","","True"
"macaw","wordle","","True"
"maced","wordle","","True"
"macer","wordle","","True"
"maces","wordle","","True"
"mache","wordle","","True"
"machi","wordle","","True"
"macho","wordle","","True"
"machs","wordle","","True"
"macks","wordle","","True"
"macle","wordle","","True"
"macon","wordle","","True"
"macro","wordle","","True"
"madam","curated+wordle","23","True"
"madge","wordle","","True"
"madid","wordle","","True"
"madly","curated+wordle","7","True"
"madre","wordle","","True"
"maerl","wordle","","True"
"mafia","wordle","","True"
"mafic","wordle","","True"
"mages","wordle","","True"
"maggs","wordle","","True"
"magic","curated+wordle","10","True"
"magma","wordle","","True"
"magot","wordle","","True"
"magus","wordle","","True"
"mahoe","wordle","","True"
"mahua","wordle","","True"
"mahwa","wordle","","True"
"maids","curated+wordle","30","True"
"maiko","wordle","","True"
"maiks","wordle","","True"
"maile","wordle","","True"
"maill","wordle","","True"
"mails","wordle","","True"
"maims","wordle","","True"
"mains","wordle","","True"
"maire","wordle","","True"
"mairs","wordle","","True"
"maise","wordle","","True"
"maist","wordle","","True"
"maize","wordle","","True"
"major","curated+wordle","78","True"
"makar","wordle","","True"
"maker","curated+wordle","4","True"
"makes","curated+wordle","54","True"
"makis","wordle","","True"
"makos","wordle","","True"
"malam","wordle","","True"
"malar","wordle","","True"
"malas","wordle","","True"
"malax","wordle","","True"
"males","curated+wordle","17","True"
"malic","wordle","","True"
"malik","wordle","","True"
"malis","wordle","","True"
"malls","wordle","","True"
"malms","wordle","","True"
"malmy","wordle","","True"
"malts","wordle","","True"
"malty","wordle","","True"
"malus","wordle","","True"
"malva","wordle","","True"
"malwa","wordle","","True"
"mamas","wordle","","True"
"mamba","wordle","","True"
"mambo","wordle","","True"
"mamee","wordle","","True"
"mamey","wordle","","True"
"mamie","wordle","","True"
"mamma","wordle","","True"
"mammy","wordle","","True"
"manas","wordle","","True"
"manat","wordle","","True"
"mandi","wordle","","True"
"maneb","wordle","","True"
"maned","wordle","","True"
"maneh","wordle","","True"
"manes","wordle","","True"
"manet","wordle","","True"
"manga","wordle","","True"
"mange","wordle","","True"
"mango","wordle","","True"
"mangs","wordle","","True"
"mangy","wordle","","True"
"mania","curated+wordle","6","True"
"manic","wordle","","True"
"manis","wordle","","True"
"manky","wordle","","True"
"manly","wordle","","True"
"manna","wordle","","True"
"manor","wordle","","True"
"manos","wordle","","True"
"manse","wordle","","True"
"manta","wordle","","True"
"manto","wordle","","True"
"manty","wordle","","True"
"manul","wordle","","True"
"manus","wordle","","True"
"mapau","wordle","","True"
"maple","wordle","","True"
"maqui","wordle","","True"
"marae","wordle","","True"
"marah","wordle","","True"
"maras","wordle","","True"
"march","curated+wordle","135","True"
"marcs","wordle","","True"
"mardy","wordle","","True"
"mares","wordle","","True"
"marge","wordle","","True"
"margs","wordle","","True"
"maria","wordle","","True"
"marid","wordle","","True"
"marka","wordle","","True"
"marks","wordle","","True"
"marle","wordle","","True"
"marls","wordle","","True"
"marly","wordle","","True"
"marms","wordle","","True"
"maron","wordle","","True"
"maror","wordle","","True"
"marra","wordle","","True"
"marri","wordle","","True"
"marry","curated+wordle","95","True"
"marse","wordle","","True"
"marsh","wordle","","True"
"marts","wordle","","True"
"marvy","wordle","","True"
"masas","wordle","","True"
"mased","wordle","","True"
"maser","wordle","","True"
"mases","wordle","","True"
"mashy","wordle","","True"
"masks","wordle","","True"
"mason","wordle","","True"
"massa","wordle","","True"
"masse","wordle","","True"
"massy","wordle","","True"
"masts","wordle","","True"
"masty","wordle","","True"
"masus","wordle","","True"
"matai","wordle","","True"
"match","curated+wordle","41","True"
"mated","wordle","","True"
"mater","wordle","","True"
"mates","curated+wordle","4","True"
"matey","wordle","","True"
"maths","wordle","","True"
"matin","wordle","","True"
"matlo","wordle","","True"
"matte","wordle","","True"
"matts","wordle","","True"
"matza","wordle","","True"
"matzo","wordle","","True"
"mauby","wordle","","True"
"mauds","wordle","","True"
"mauls","wordle","","True"
"maund","wordle","","True"
"mauri","wordle","","True"
"mausy","wordle","","True"
"mauts","wordle","","True"
"mauve","wordle","","True"
"mauzy","wordle","","True"
"maven","wordle","","True"
"mavie","wordle","","True"
"mavin","wordle","","True"
"mavis","wordle","","True"
"mawed","wordle","","True"
"mawks","wordle","","True"
"mawky","wordle","","True"
"mawns","wordle","","True"
"mawrs","wordle","","True"
"maxed","wordle","","True"
"maxes","wordle","","True"
"maxim","wordle","","True"
"maxis","wordle","","True"
"mayan","wordle","","True"
"mayas","wordle","","True"
"maybe","curated+wordle","8","True"
"mayed","wordle","","True"
"mayor","wordle","","True"
"mayos","wordle","","True"
"mayst","wordle","","True"
"mazed","wordle","","True"
"mazer","wordle","","True"
"mazes","wordle","","True"
"mazey","wordle","","True"
"mazut","wordle","","True"
"mbira","wordle","","True"
"meads","wordle","","True"
"meals","curated+wordle","5","True"
"mealy","wordle","","True"
"meane","wordle","","True"
"means","curated+wordle","253","True"
"meant","curated+wordle","113","True"
"meany","wordle","","True"
"meare","wordle","","True"
"mease","wordle","","True"
"meath","wordle","","True"
"meats","wordle","","True"
"meaty","wordle","","True"
"mebos","wordle","","True"
"mecca","wordle","","True"
"mechs","wordle","","True"
"mecks","wordle","","True"
"medal","curated+wordle","4","True"
